year,month,day,date,temp_mean_lugano,temp_mean_comprovasco,temp_mean_simano,temp_max_lugano,temp_min_lugano
1971,4,4,04/04/71,8,NA,NA,11.4,6.1
1971,4,5,05/04/71,9,NA,NA,13.5,5
1971,4,6,06/04/71,11.2,NA,NA,18.1,4.3
1971,4,7,07/04/71,11.3,NA,NA,16.2,6.4
1971,4,8,08/04/71,12.5,NA,NA,17.4,9.2
1971,4,9,09/04/71,13.7,NA,NA,18.7,7.2
1971,4,10,10/04/71,12.5,NA,NA,18.7,8.3
1971,4,11,11/04/71,15.3,NA,NA,21.8,9.5
1971,4,12,12/04/71,14.7,NA,NA,18.6,10.6
1971,4,13,13/04/71,14.7,NA,NA,19.7,10.2
1971,4,14,14/04/71,13.5,NA,NA,18.5,8.2
1971,4,15,15/04/71,14.8,NA,NA,19.1,10.1
1971,4,16,16/04/71,14.1,NA,NA,18.7,8.4
1971,4,17,17/04/71,11.9,NA,NA,12.5,11.2
1971,4,18,18/04/71,12,NA,NA,18.2,6.1
1971,4,19,19/04/71,14.6,NA,NA,20,10
1971,4,20,20/04/71,15.4,NA,NA,21.6,9
1971,4,21,21/04/71,16.2,NA,NA,22.4,9.8
1971,4,22,22/04/71,17.4,NA,NA,22.3,11.8
1971,4,23,23/04/71,12.9,NA,NA,16.1,11.4
1971,4,24,24/04/71,10.1,NA,NA,14.1,8.3
1971,4,25,25/04/71,17.1,NA,NA,21.3,10.9
1971,4,26,26/04/71,13.2,NA,NA,19.7,7.3
1971,4,27,27/04/71,10.7,NA,NA,15.8,10.2
1971,4,28,28/04/71,13.8,NA,NA,18.8,9.4
1971,4,29,29/04/71,12.9,NA,NA,17.2,10
1971,4,30,30/04/71,11.2,NA,NA,15.3,10.6
1971,5,1,01/05/71,9.8,NA,NA,11.6,9.4
1971,5,2,02/05/71,12.1,NA,NA,15.4,9.7
1971,5,3,03/05/71,11.4,NA,NA,14,10.3
1971,5,4,04/05/71,12.9,NA,NA,16.7,10.2
1971,5,5,05/05/71,12.8,NA,NA,16.9,8.7
1971,5,6,06/05/71,14.6,NA,NA,21,7.8
1971,5,7,07/05/71,16.6,NA,NA,21.8,10
1971,5,8,08/05/71,17.5,NA,NA,22.9,12.2
1971,5,9,09/05/71,18.7,NA,NA,23.5,14.6
1971,5,10,10/05/71,19.9,NA,NA,25.7,14.7
1971,5,11,11/05/71,14.8,NA,NA,16.5,13.6
1971,5,12,12/05/71,16.6,NA,NA,21.3,12.5
1971,5,13,13/05/71,17.1,NA,NA,25.2,12.1
1971,5,14,14/05/71,17.2,NA,NA,22,13.2
1971,5,15,15/05/71,17.1,NA,NA,23.5,13
1971,5,16,16/05/71,18.4,NA,NA,22,13.3
1971,5,17,17/05/71,19.9,NA,NA,25.8,14
1971,5,18,18/05/71,18.8,NA,NA,23,15.4
1971,5,19,19/05/71,20.5,NA,NA,26.5,13.4
1971,5,20,20/05/71,17.8,NA,NA,24.2,15.9
1971,5,21,21/05/71,17.1,NA,NA,21,13.6
1971,5,22,22/05/71,15.2,NA,NA,20.4,12.9
1971,5,23,23/05/71,13.6,NA,NA,17.1,10.9
1971,5,24,24/05/71,12.2,NA,NA,15.6,11.5
1971,5,25,25/05/71,11.3,NA,NA,15.1,9.8
1971,5,26,26/05/71,13,NA,NA,18.1,10.2
1971,5,27,27/05/71,11.6,NA,NA,16,9.4
1971,5,28,28/05/71,12.5,NA,NA,17.3,7.7
1971,5,29,29/05/71,12.6,NA,NA,17.6,9.5
1971,5,30,30/05/71,14.6,NA,NA,21,8.2
1971,5,31,31/05/71,16.9,NA,NA,22.3,11.2
1971,6,1,01/06/71,19.4,NA,NA,24.3,13.4
1971,6,2,02/06/71,17,NA,NA,22.3,14.5
1971,6,3,03/06/71,18.8,NA,NA,24.6,14
1971,6,4,04/06/71,19.4,NA,NA,24.5,13.6
1971,6,5,05/06/71,17,NA,NA,22.7,14.9
1971,6,6,06/06/71,15.5,NA,NA,18,14.6
1971,6,7,07/06/71,16.1,NA,NA,19.6,13
1971,6,8,08/06/71,17.7,NA,NA,22.7,10.3
1971,6,9,09/06/71,16,NA,NA,20.5,14.8
1971,6,10,10/06/71,15,NA,NA,21.1,11.5
1971,6,11,11/06/71,11.7,NA,NA,16.8,10.6
1971,6,12,12/06/71,15.8,NA,NA,23.5,7.6
1971,6,13,13/06/71,16.6,NA,NA,22.4,9.7
1971,6,14,14/06/71,13.8,NA,NA,21,11
1971,6,15,15/06/71,15,NA,NA,18.9,13
1971,6,16,16/06/71,17.3,NA,NA,23.4,10
1971,6,17,17/06/71,17.1,NA,NA,23.6,12.9
1971,6,18,18/06/71,19.1,NA,NA,25.2,12.1
1971,6,19,19/06/71,17.8,NA,NA,23,12.3
1971,6,20,20/06/71,21.2,NA,NA,29,12.1
1971,6,21,21/06/71,21.1,NA,NA,25.9,14.8
1971,6,22,22/06/71,21.6,NA,NA,26.4,15.6
1971,6,23,23/06/71,22.2,NA,NA,27.5,15.4
1971,6,24,24/06/71,16.8,NA,NA,17.1,16.4
1971,6,25,25/06/71,19.3,NA,NA,24.9,13
1971,6,26,26/06/71,19.3,NA,NA,24.6,15.6
1971,6,27,27/06/71,21.1,NA,NA,26,16.6
1971,6,28,28/06/71,20.3,NA,NA,25,14.8
1971,6,29,29/06/71,21.2,NA,NA,25.5,15.5
1971,6,30,30/06/71,19.4,NA,NA,24.3,16.4
1971,7,1,01/07/71,20.1,NA,NA,25.6,14.8
1971,7,2,02/07/71,19.3,NA,NA,25.3,12.2
1971,7,3,03/07/71,20,NA,NA,26,13.5
1971,7,4,04/07/71,21.6,NA,NA,27,15.2
1971,7,5,05/07/71,22.9,NA,NA,26.8,17.5
1971,7,6,06/07/71,22.6,NA,NA,27.2,17
1971,7,7,07/07/71,22.9,NA,NA,27.4,17.4
1971,7,8,08/07/71,24.6,NA,NA,29,19.5
1971,7,9,09/07/71,25.3,NA,NA,29.2,20.2
1971,7,10,10/07/71,25.5,NA,NA,29.9,20.7
1971,7,11,11/07/71,26.4,NA,NA,30.6,22
1971,7,12,12/07/71,26.8,NA,NA,30.6,22
1971,7,13,13/07/71,24,NA,NA,30.6,17.4
1971,7,14,14/07/71,23.8,NA,NA,29.2,18
1971,7,15,15/07/71,24.8,NA,NA,29.4,19
1971,7,16,16/07/71,24.4,NA,NA,29.2,19.6
1971,7,17,17/07/71,21.6,NA,NA,28,20.2
1971,7,18,18/07/71,20.9,NA,NA,26.1,16.8
1971,7,19,19/07/71,21.5,NA,NA,27.7,17
1971,7,20,20/07/71,18.3,NA,NA,23.2,14.7
1971,7,21,21/07/71,19.7,NA,NA,25.1,13.6
1971,7,22,22/07/71,19.3,NA,NA,24.4,14.6
1971,7,23,23/07/71,19.8,NA,NA,24.3,15.6
1971,7,24,24/07/71,21.7,NA,NA,26.6,16.5
1971,7,25,25/07/71,22.6,NA,NA,27.8,16.2
1971,7,26,26/07/71,23.8,NA,NA,29,18
1971,7,27,27/07/71,24.7,NA,NA,29.4,19.4
1971,7,28,28/07/71,24.6,NA,NA,29.6,19.6
1971,7,29,29/07/71,23.6,NA,NA,29.5,17.2
1971,7,30,30/07/71,24.6,NA,NA,30,19
1971,7,31,31/07/71,25.6,NA,NA,31,20.3
1971,8,1,01/08/71,24.7,NA,NA,29.4,19.4
1971,8,2,02/08/71,25.8,NA,NA,29.9,21.4
1971,8,3,03/08/71,24,NA,NA,28.3,19.4
1971,8,4,04/08/71,24.2,NA,NA,29.1,19.1
1971,8,5,05/08/71,22.1,NA,NA,27.7,19.1
1971,8,6,06/08/71,24.4,NA,NA,29,18.9
1971,8,7,07/08/71,23.9,NA,NA,28.3,19.2
1971,8,8,08/08/71,24.6,NA,NA,29.5,19.3
1971,8,9,09/08/71,23.4,NA,NA,28,18.1
1971,8,10,10/08/71,23.5,NA,NA,28,17.6
1971,8,11,11/08/71,22.2,NA,NA,26.2,17.9
1971,8,12,12/08/71,24,NA,NA,28.9,17.7
1971,8,13,13/08/71,23.2,NA,NA,28.2,17.6
1971,8,14,14/08/71,23.8,NA,NA,28.7,18.2
1971,8,15,15/08/71,24.6,NA,NA,30,18.6
1971,8,16,16/08/71,25.4,NA,NA,31.1,19
1971,8,17,17/08/71,25.5,NA,NA,29.9,20.7
1971,8,18,18/08/71,25,NA,NA,29.2,20
1971,8,19,19/08/71,24.2,NA,NA,29.2,19
1971,8,20,20/08/71,20.2,NA,NA,26.9,17.6
1971,8,21,21/08/71,18.5,NA,NA,23.8,16.6
1971,8,22,22/08/71,18.2,NA,NA,21.7,16.4
1971,8,23,23/08/71,20.4,NA,NA,27,13.8
1971,8,24,24/08/71,21.1,NA,NA,27.9,14.6
1971,8,25,25/08/71,18.5,NA,NA,20,16.2
1971,8,26,26/08/71,20,NA,NA,23.4,18
1971,8,27,27/08/71,21.3,NA,NA,26.9,16.2
1971,8,28,28/08/71,21.7,NA,NA,28.4,14.8
1971,8,29,29/08/71,21.7,NA,NA,27.6,15.4
1971,8,30,30/08/71,21.6,NA,NA,27.3,16.4
1971,8,31,31/08/71,21,NA,NA,28.3,14
1971,9,1,01/09/71,19.2,NA,NA,25,13
1971,9,2,02/09/71,19.4,NA,NA,25.5,13
1971,9,3,03/09/71,20.2,NA,NA,26,14.3
1971,9,4,04/09/71,21.1,NA,NA,25.7,16.6
1971,9,5,05/09/71,20.8,NA,NA,27,15.4
1971,9,6,06/09/71,21.4,NA,NA,27.5,15
1971,9,7,07/09/71,20.7,NA,NA,25.6,16.6
1971,9,8,08/09/71,19.4,NA,NA,23.6,15.2
1971,9,9,09/09/71,13.7,NA,NA,15.6,11.4
1971,9,10,10/09/71,15.8,NA,NA,20.7,11
1971,9,11,11/09/71,19.1,NA,NA,24.9,14.1
1971,9,12,12/09/71,19.9,NA,NA,24.6,16
1971,9,13,13/09/71,17,NA,NA,22.5,11.4
1971,9,14,14/09/71,18,NA,NA,22.6,13.8
1971,9,15,15/09/71,17.7,NA,NA,23.4,12.4
1971,9,16,16/09/71,14.8,NA,NA,20.3,9.9
1971,9,17,17/09/71,13.1,NA,NA,19.8,6.3
1971,9,18,18/09/71,13,NA,NA,19.4,6.6
1971,9,19,19/09/71,15.3,NA,NA,21.9,8.7
1971,9,20,20/09/71,16.8,NA,NA,22.3,11.6
1971,9,21,21/09/71,17.5,NA,NA,23,12.1
1971,9,22,22/09/71,17.8,NA,NA,24.1,12.2
1971,9,23,23/09/71,17.8,NA,NA,23.3,12.4
1971,9,24,24/09/71,18.5,NA,NA,23.2,15
1971,9,25,25/09/71,18.2,NA,NA,23.3,14
1971,9,26,26/09/71,18.7,NA,NA,22.9,15.1
1971,9,27,27/09/71,17.8,NA,NA,21.6,14.3
1971,9,28,28/09/71,13.9,NA,NA,18.9,13.8
1971,9,29,29/09/71,15.3,NA,NA,23.1,8
1971,9,30,30/09/71,18.1,NA,NA,24.6,11.3
1971,10,1,01/10/71,16.5,NA,NA,23.9,10.2
1971,10,2,02/10/71,17.1,NA,NA,23.6,11.1
1971,10,3,03/10/71,17,NA,NA,23.7,11.4
1971,10,4,04/10/71,16.3,NA,NA,21.8,11.6
1971,10,5,05/10/71,17.2,NA,NA,23.7,12.2
1971,10,6,06/10/71,12.7,NA,NA,18.4,11.2
1971,10,7,07/10/71,11.9,NA,NA,18.8,5.4
1971,10,8,08/10/71,12.9,NA,NA,20,6.8
1971,10,9,09/10/71,13.4,NA,NA,18,8.3
1971,10,10,10/10/71,14.4,NA,NA,20.7,9.7
1971,10,11,11/10/71,15.4,NA,NA,20.6,10.8
1971,10,12,12/10/71,14.6,NA,NA,19.7,10.6
1971,10,13,13/10/71,13.4,NA,NA,17.1,10
1971,10,14,14/10/71,13.2,NA,NA,15.4,12.9
1971,10,15,15/10/71,14.2,NA,NA,18.8,8.2
1971,10,16,16/10/71,10.1,NA,NA,15,4.7
1971,10,17,17/10/71,9.4,NA,NA,12.6,8.4
1971,10,18,18/10/71,9.5,NA,NA,15.8,4.2
1971,10,19,19/10/71,11.5,NA,NA,18.1,5.4
1971,10,20,20/10/71,11.7,NA,NA,18.4,6
1971,10,21,21/10/71,11.9,NA,NA,17.9,6.8
1971,10,22,22/10/71,12.8,NA,NA,19,7.4
1971,10,23,23/10/71,14.3,NA,NA,21.3,8.5
1971,10,24,24/10/71,14.6,NA,NA,21.8,9.4
1971,10,25,25/10/71,13.8,NA,NA,19.9,8.4
1971,10,26,26/10/71,13.6,NA,NA,18.7,9.2
1971,10,27,27/10/71,13,NA,NA,15.7,11.5
1971,10,28,28/10/71,10.7,NA,NA,13.3,8
1971,10,29,29/10/71,8.9,NA,NA,13.2,5
1971,10,30,30/10/71,7.2,NA,NA,12.6,2.9
1971,10,31,31/10/71,7.1,NA,NA,11.6,3.8
1971,11,1,01/11/71,7.6,NA,NA,13.9,2.4
1971,11,2,02/11/71,8.8,NA,NA,15.6,3.6
1971,11,3,03/11/71,9.3,NA,NA,14.5,4.8
1971,11,4,04/11/71,10.1,NA,NA,16.3,4.8
1971,11,5,05/11/71,9.9,NA,NA,15.2,4.2
1971,11,6,06/11/71,10.5,NA,NA,13.7,10.2
1971,11,7,07/11/71,11,NA,NA,13.4,9.4
1971,11,8,08/11/71,10.7,NA,NA,12.5,9.7
1971,11,9,09/11/71,9.3,NA,NA,11.6,8.2
1971,11,10,10/11/71,10.1,NA,NA,11.7,8.2
1971,11,11,11/11/71,10.1,NA,NA,15.4,7.5
1971,11,12,12/11/71,9.2,NA,NA,12.1,6.6
1971,11,13,13/11/71,10.2,NA,NA,15,6.3
1971,11,14,14/11/71,8.9,NA,NA,12.1,7.2
1971,11,15,15/11/71,7.1,NA,NA,11.5,2.8
1971,11,16,16/11/71,6.8,NA,NA,11.6,2.6
1971,11,17,17/11/71,7.1,NA,NA,12.5,2.1
1971,11,18,18/11/71,8.7,NA,NA,13.3,4.8
1971,11,19,19/11/71,7.2,NA,NA,11.6,5.8
1971,11,20,20/11/71,4.2,NA,NA,7.5,3.1
1971,11,21,21/11/71,-0.1,NA,NA,4.1,-1.4
1971,11,22,22/11/71,1.2,NA,NA,7.2,-1
1971,11,23,23/11/71,6,NA,NA,10,2.2
1971,11,24,24/11/71,2.6,NA,NA,6.7,0.2
1971,11,25,25/11/71,1.9,NA,NA,7.8,-1.7
1971,11,26,26/11/71,3,NA,NA,8.6,-0.7
1971,11,27,27/11/71,4,NA,NA,9.4,-0.6
1971,11,28,28/11/71,4.5,NA,NA,6.3,3.6
1971,11,29,29/11/71,5.3,NA,NA,7,4
1971,11,30,30/11/71,5.6,NA,NA,7,4.9
1971,12,1,01/12/71,5.5,NA,NA,7.3,4.8
1971,12,2,02/12/71,6,NA,NA,8.1,4
1971,12,3,03/12/71,5.8,NA,NA,9.4,4.1
1971,12,4,04/12/71,3.9,NA,NA,9,0.9
1971,12,5,05/12/71,3.4,NA,NA,8.6,-0.1
1971,12,6,06/12/71,4.5,NA,NA,9.9,1
1971,12,7,07/12/71,5.6,NA,NA,10.4,2
1971,12,8,08/12/71,6.5,NA,NA,16.2,1.2
1971,12,9,09/12/71,5.9,NA,NA,10.6,3.3
1971,12,10,10/12/71,5.5,NA,NA,14.8,-2.4
1971,12,11,11/12/71,10.7,NA,NA,17.7,4.9
1971,12,12,12/12/71,4.6,NA,NA,9.7,1.4
1971,12,13,13/12/71,3.8,NA,NA,8.7,0.6
1971,12,14,14/12/71,2.8,NA,NA,7,0
1971,12,15,15/12/71,2.4,NA,NA,7,-0.9
1971,12,16,16/12/71,3.6,NA,NA,8.2,0.3
1971,12,17,17/12/71,4.2,NA,NA,9.7,1
1971,12,18,18/12/71,4,NA,NA,8.5,0.9
1971,12,19,19/12/71,3.5,NA,NA,8.2,0.3
1971,12,20,20/12/71,4.3,NA,NA,8.8,1.4
1971,12,21,21/12/71,3.6,NA,NA,7.6,0.9
1971,12,22,22/12/71,2.2,NA,NA,5.2,0.2
1971,12,23,23/12/71,3.9,NA,NA,7.3,1
1971,12,24,24/12/71,2.1,NA,NA,5,0.8
1971,12,25,25/12/71,1.4,NA,NA,3.7,0.1
1971,12,26,26/12/71,1.3,NA,NA,5.4,-1.3
1971,12,27,27/12/71,2.4,NA,NA,7.8,-1
1971,12,28,28/12/71,2.2,NA,NA,4.8,-0.3
1971,12,29,29/12/71,0.9,NA,NA,4.1,0.6
1971,12,30,30/12/71,3.1,NA,NA,4.8,0.9
1971,12,31,31/12/71,4.4,NA,NA,5.8,2.2
1972,1,1,01/01/72,3,NA,NA,5.2,2.1
1972,1,2,02/01/72,3.7,NA,NA,4.8,3
1972,1,3,03/01/72,1.5,NA,NA,4.1,0.2
1972,1,4,04/01/72,3,NA,NA,4.9,2.1
1972,1,5,05/01/72,2.8,NA,NA,6,1.9
1972,1,6,06/01/72,1.6,NA,NA,4.6,-0.6
1972,1,7,07/01/72,1.9,NA,NA,4.9,-0.2
1972,1,8,08/01/72,2.3,NA,NA,5.6,-0.7
1972,1,9,09/01/72,5.1,NA,NA,8.7,2.8
1972,1,10,10/01/72,4.3,NA,NA,7.8,2.6
1972,1,11,11/01/72,3.2,NA,NA,7.9,0.1
1972,1,12,12/01/72,3.7,NA,NA,6.2,1.4
1972,1,13,13/01/72,3.7,NA,NA,5.4,3
1972,1,14,14/01/72,3.5,NA,NA,5.8,2.6
1972,1,15,15/01/72,3.9,NA,NA,5.8,3
1972,1,16,16/01/72,2.5,NA,NA,4.9,1.8
1972,1,17,17/01/72,0.8,NA,NA,3,0.3
1972,1,18,18/01/72,1.8,NA,NA,5.8,-0.5
1972,1,19,19/01/72,4.8,NA,NA,8,1.8
1972,1,20,20/01/72,5.3,NA,NA,7.1,3.4
1972,1,21,21/01/72,4.9,NA,NA,6.2,4.4
1972,1,22,22/01/72,4.5,NA,NA,8.3,2.8
1972,1,23,23/01/72,2.7,NA,NA,6.3,1.4
1972,1,24,24/01/72,2.1,NA,NA,4.7,0.1
1972,1,25,25/01/72,1.2,NA,NA,3.8,0.2
1972,1,26,26/01/72,2.7,NA,NA,7.6,-0.8
1972,1,27,27/01/72,1.2,NA,NA,4.2,0.3
1972,1,28,28/01/72,2.5,NA,NA,4.6,0.8
1972,1,29,29/01/72,3.8,NA,NA,7.6,1.8
1972,1,30,30/01/72,1.6,NA,NA,4.6,0.6
1972,1,31,31/01/72,2.3,NA,NA,3.4,1
1972,2,1,01/02/72,3.2,NA,NA,5.2,2
1972,2,2,02/02/72,3.2,NA,NA,4.6,2.2
1972,2,3,03/02/72,3.5,NA,NA,4.2,2.8
1972,2,4,04/02/72,1.7,NA,NA,4,0.6
1972,2,5,05/02/72,3.1,NA,NA,3.8,2.2
1972,2,6,06/02/72,4.8,NA,NA,7.2,3.2
1972,2,7,07/02/72,5.5,NA,NA,6.6,4.3
1972,2,8,08/02/72,5.7,NA,NA,6.7,5
1972,2,9,09/02/72,6.1,NA,NA,6.9,5.4
1972,2,10,10/02/72,7.5,NA,NA,11.3,5.7
1972,2,11,11/02/72,5.7,NA,NA,8.6,5.3
1972,2,12,12/02/72,6.7,NA,NA,11,1.2
1972,2,13,13/02/72,9.2,NA,NA,12.2,5.6
1972,2,14,14/02/72,7.9,NA,NA,11.8,3.9
1972,2,15,15/02/72,9,NA,NA,13.6,7.3
1972,2,16,16/02/72,5.1,NA,NA,9.6,2
1972,2,17,17/02/72,4.8,NA,NA,8.4,2.2
1972,2,18,18/02/72,3.2,NA,NA,7,2.2
1972,2,19,19/02/72,4.8,NA,NA,6.4,3.1
1972,2,20,20/02/72,4.8,NA,NA,6,3.6
1972,2,21,21/02/72,5.9,NA,NA,9.4,3.6
1972,2,22,22/02/72,5.9,NA,NA,12.2,2
1972,2,23,23/02/72,5.1,NA,NA,10,2
1972,2,24,24/02/72,7.4,NA,NA,11.9,4.8
1972,2,25,25/02/72,7.6,NA,NA,10.6,5.1
1972,2,26,26/02/72,7.6,NA,NA,10,6.1
1972,2,27,27/02/72,8.3,NA,NA,11.3,6
1972,2,28,28/02/72,7.5,NA,NA,10,6
1972,2,29,29/02/72,8,NA,NA,10.8,6.4
1972,3,1,01/03/72,6.9,NA,NA,8.9,6
1972,3,2,02/03/72,8,NA,NA,12.9,4.6
1972,3,3,03/03/72,6.7,NA,NA,9.8,5
1972,3,4,04/03/72,5.2,NA,NA,7.2,2.9
1972,3,5,05/03/72,1,NA,NA,5.2,0.2
1972,3,6,06/03/72,3.7,NA,NA,8.1,0
1972,3,7,07/03/72,3.8,NA,NA,6.7,3.6
1972,3,8,08/03/72,6.1,NA,NA,9.6,3.4
1972,3,9,09/03/72,4.4,NA,NA,7.1,3.8
1972,3,10,10/03/72,6.6,NA,NA,8.9,4.6
1972,3,11,11/03/72,8.9,NA,NA,13.2,6.7
1972,3,12,12/03/72,6.1,NA,NA,11.3,4.2
1972,3,13,13/03/72,2.1,NA,NA,4.6,0.7
1972,3,14,14/03/72,3.4,NA,NA,5.6,1.4
1972,3,15,15/03/72,8.8,NA,NA,16.1,3.6
1972,3,16,16/03/72,9.3,NA,NA,15.2,3.4
1972,3,17,17/03/72,9.8,NA,NA,14.8,4.2
1972,3,18,18/03/72,11.4,NA,NA,19.3,5.3
1972,3,19,19/03/72,10.7,NA,NA,17.2,5.3
1972,3,20,20/03/72,10,NA,NA,18.2,4.8
1972,3,21,21/03/72,10.8,NA,NA,18.3,5.2
1972,3,22,22/03/72,11.4,NA,NA,17.3,5.2
1972,3,23,23/03/72,12.4,NA,NA,21,6
1972,3,24,24/03/72,14.9,NA,NA,25,6.6
1972,3,25,25/03/72,13.8,NA,NA,21.3,7.8
1972,3,26,26/03/72,10.2,NA,NA,15.8,7
1972,3,27,27/03/72,11.8,NA,NA,19.2,5.9
1972,3,28,28/03/72,12.4,NA,NA,20.3,4.7
1972,3,29,29/03/72,13,NA,NA,18.6,7.8
1972,3,30,30/03/72,9.8,NA,NA,16,5
1972,3,31,31/03/72,11.6,NA,NA,17.7,6.8
1972,4,1,01/04/72,13.7,NA,NA,20.7,6.8
1972,4,2,02/04/72,13.3,NA,NA,18.1,9
1972,4,3,03/04/72,14.7,NA,NA,21.8,7.9
1972,4,4,04/04/72,12.2,NA,NA,18.5,9.1
1972,4,5,05/04/72,13.9,NA,NA,18,10.3
1972,4,6,06/04/72,13.3,NA,NA,18.6,7.2
1972,4,7,07/04/72,13.7,NA,NA,19.6,7.1
1972,4,8,08/04/72,10.9,NA,NA,17.5,10
1972,4,9,09/04/72,11.8,NA,NA,17.2,7.6
1972,4,10,10/04/72,8.4,NA,NA,11.7,7.6
1972,4,11,11/04/72,8.7,NA,NA,10.1,7.7
1972,4,12,12/04/72,7.7,NA,NA,13.4,3.8
1972,4,13,13/04/72,15.6,NA,NA,21.6,4.9
1972,4,14,14/04/72,13.4,NA,NA,18.8,7.3
1972,4,15,15/04/72,12.4,NA,NA,17.3,10
1972,4,16,16/04/72,11.9,NA,NA,14.4,7.7
1972,4,17,17/04/72,10.4,NA,NA,16.2,6.7
1972,4,18,18/04/72,10.7,NA,NA,16,5.1
1972,4,19,19/04/72,8.3,NA,NA,13.7,7.4
1972,4,20,20/04/72,8.8,NA,NA,11.7,6.1
1972,4,21,21/04/72,12.7,NA,NA,18.6,6.2
1972,4,22,22/04/72,11.6,NA,NA,15.6,9.3
1972,4,23,23/04/72,11.4,NA,NA,13.4,9.6
1972,4,24,24/04/72,11.4,NA,NA,15.8,7.5
1972,4,25,25/04/72,8.5,NA,NA,13.3,6.4
1972,4,26,26/04/72,9.1,NA,NA,13.2,4.8
1972,4,27,27/04/72,11.4,NA,NA,16.6,5.4
1972,4,28,28/04/72,12,NA,NA,18,6.5
1972,4,29,29/04/72,9.2,NA,NA,14.4,4.7
1972,4,30,30/04/72,12.2,NA,NA,16.2,8.7
1972,5,1,01/05/72,13.3,NA,NA,19.4,7.9
1972,5,2,02/05/72,14.7,NA,NA,20.3,10.1
1972,5,3,03/05/72,15.8,NA,NA,23.3,8.3
1972,5,4,04/05/72,13.7,NA,NA,20.3,13.1
1972,5,5,05/05/72,12.9,NA,NA,16.8,9.5
1972,5,6,06/05/72,16.5,NA,NA,20.7,11.2
1972,5,7,07/05/72,15,NA,NA,21.8,10.4
1972,5,8,08/05/72,15.6,NA,NA,21.1,11.4
1972,5,9,09/05/72,16.2,NA,NA,22,9.7
1972,5,10,10/05/72,15.3,NA,NA,20,11
1972,5,11,11/05/72,16.8,NA,NA,21,13
1972,5,12,12/05/72,11.9,NA,NA,18.5,9.4
1972,5,13,13/05/72,11.2,NA,NA,17.3,6.3
1972,5,14,14/05/72,11.1,NA,NA,15.8,6.7
1972,5,15,15/05/72,9.8,NA,NA,14.8,8.3
1972,5,16,16/05/72,10.4,NA,NA,15,8.3
1972,5,17,17/05/72,9.2,NA,NA,13.3,7.5
1972,5,18,18/05/72,11,NA,NA,15.3,7.6
1972,5,19,19/05/72,14.1,NA,NA,19.8,8.2
1972,5,20,20/05/72,11.5,NA,NA,13.6,9.3
1972,5,21,21/05/72,12.2,NA,NA,17.8,7.2
1972,5,22,22/05/72,13.7,NA,NA,18.1,10.4
1972,5,23,23/05/72,16.5,NA,NA,22,9.8
1972,5,24,24/05/72,17.4,NA,NA,21.2,12.1
1972,5,25,25/05/72,19.4,NA,NA,23.8,13.6
1972,5,26,26/05/72,19.4,NA,NA,24.2,15.4
1972,5,27,27/05/72,18.7,NA,NA,23.1,15.7
1972,5,28,28/05/72,18.6,NA,NA,23.3,12.4
1972,5,29,29/05/72,17.6,NA,NA,24.2,11
1972,5,30,30/05/72,18.4,NA,NA,22.3,13.4
1972,5,31,31/05/72,18.3,NA,NA,22.1,15.3
1972,6,1,01/06/72,17.2,NA,NA,21.3,12.4
1972,6,2,02/06/72,15.6,NA,NA,20.2,13.2
1972,6,3,03/06/72,15.9,NA,NA,20.8,9.8
1972,6,4,04/06/72,18.2,NA,NA,23,13.1
1972,6,5,05/06/72,19.2,NA,NA,23.6,13
1972,6,6,06/06/72,15.3,NA,NA,16.4,14.9
1972,6,7,07/06/72,18.9,NA,NA,22.8,14.6
1972,6,8,08/06/72,20,NA,NA,25,16
1972,6,9,09/06/72,17.2,NA,NA,22.9,14
1972,6,10,10/06/72,16.7,NA,NA,21.7,13.7
1972,6,11,11/06/72,14.2,NA,NA,18.8,13.1
1972,6,12,12/06/72,12.4,NA,NA,14.7,9.8
1972,6,13,13/06/72,13.5,NA,NA,15.7,11
1972,6,14,14/06/72,16.1,NA,NA,20.4,11.8
1972,6,15,15/06/72,13.9,NA,NA,15.8,12.7
1972,6,16,16/06/72,15.4,NA,NA,19.7,9.9
1972,6,17,17/06/72,18.2,NA,NA,23.2,12.9
1972,6,18,18/06/72,17.6,NA,NA,22.7,11.2
1972,6,19,19/06/72,18.6,NA,NA,23.2,12.7
1972,6,20,20/06/72,20,NA,NA,24.7,14.4
1972,6,21,21/06/72,21.5,NA,NA,25.3,16
1972,6,22,22/06/72,19.9,NA,NA,24.3,17.2
1972,6,23,23/06/72,20.2,NA,NA,24.3,17
1972,6,24,24/06/72,20,NA,NA,23.4,15.4
1972,6,25,25/06/72,19.8,NA,NA,23,15.2
1972,6,26,26/06/72,21.9,NA,NA,25.1,18.2
1972,6,27,27/06/72,19.6,NA,NA,20.8,17.9
1972,6,28,28/06/72,20.3,NA,NA,25.7,15.8
1972,6,29,29/06/72,20.7,NA,NA,24.9,16.3
1972,6,30,30/06/72,20.3,NA,NA,24.9,16
1972,7,1,01/07/72,20.4,NA,NA,24.2,15.8
1972,7,2,02/07/72,18,NA,NA,23.3,14.8
1972,7,3,03/07/72,18.8,NA,NA,24,12.6
1972,7,4,04/07/72,20.3,NA,NA,25.3,14.3
1972,7,5,05/07/72,20.4,NA,NA,24.4,17.2
1972,7,6,06/07/72,20.8,NA,NA,25.1,16.3
1972,7,7,07/07/72,22.2,NA,NA,27.6,16
